Delta_T_C,Rload_ohm,Material,Seebeck_V_per_K
98.07,15.78,Skutterudite,0.0002
299.95,19.18,Skutterudite,0.0002
216.63,17.43,PbTe,0.00018
268.33,16.24,PbTe,0.00018
76.3,2.5,Bi2Te3,0.00022
210.95,13.77,Skutterudite,0.0002
286.8,14.66,Skutterudite,0.0002
160.76,17.28,Skutterudite,0.0002
257.39,19.42,Bi2Te3,0.00022
231.48,19.58,Skutterudite,0.0002
291.65,11.67,Bi2Te3,0.00022
233.13,12.77,PbTe,0.00018
111.49,19.38,Bi2Te3,0.00022
236.04,19.04,PbTe,0.00018
57.56,2.61,Bi2Te3,0.00022
293.75,6.77,Skutterudite,0.0002
295.86,7.29,Bi2Te3,0.00022
125.87,9.48,Bi2Te3,0.00022
197.63,5.5,Skutterudite,0.0002
273.66,19.81,Skutterudite,0.0002
78.77,15.51,Skutterudite,0.0002
244.2,8.33,Bi2Te3,0.00022
157.91,1.27,Bi2Te3,0.00022
150.17,4.3,Bi2Te3,0.00022
236.14,4.58,Bi2Te3,0.00022
178.75,16.41,Skutterudite,0.0002
215.27,11.25,Bi2Te3,0.00022
225.35,10.5,Skutterudite,0.0002
114.09,12.38,PbTe,0.00018
127.76,12.71,Skutterudite,0.0002
98.78,5.45,PbTe,0.00018
186.98,3.92,Bi2Te3,0.00022
112.62,11.57,Skutterudite,0.0002
67.2,15.1,Bi2Te3,0.00022
255.03,6.16,PbTe,0.00018
285.59,16.98,PbTe,0.00018
150.93,6.98,PbTe,0.00018
208.18,9.88,Skutterudite,0.0002
155.57,5.61,Bi2Te3,0.00022
239.11,6.11,Bi2Te3,0.00022
241.52,18.82,Bi2Te3,0.00022
268.91,10.07,Skutterudite,0.0002
284.92,19.16,PbTe,0.00018
272.14,15.05,Bi2Te3,0.00022
165.29,2.73,Bi2Te3,0.00022
180.05,4.9,Bi2Te3,0.00022
91.84,15.03,Skutterudite,0.0002
231.97,13.26,Bi2Te3,0.00022
264.68,1.5,Skutterudite,0.0002
154.66,4.55,Bi2Te3,0.00022
178.5,15.41,PbTe,0.00018
147.55,4.06,Skutterudite,0.0002
246.55,15.25,PbTe,0.00018
184.24,2.65,Bi2Te3,0.00022
101.08,7.32,Skutterudite,0.0002
280.66,10.46,PbTe,0.00018
148.99,2.53,Skutterudite,0.0002
243.38,5.23,Bi2Te3,0.00022
277.93,3.85,Skutterudite,0.0002
74.16,10.18,Bi2Te3,0.00022
271.46,7.74,PbTe,0.00018
109.53,12.34,PbTe,0.00018
75.71,9.35,Bi2Te3,0.00022
221.71,13.21,Skutterudite,0.0002
56.19,3.25,Skutterudite,0.0002
209.64,6.6,PbTe,0.00018
132.91,12.07,PbTe,0.00018
214.88,16.78,Skutterudite,0.0002
56.72,3.98,Skutterudite,0.0002
196.05,13.66,PbTe,0.00018
179.61,5.8,Bi2Te3,0.00022
165.83,4.56,PbTe,0.00018
257.63,6.94,Skutterudite,0.0002
238.03,4.33,PbTe,0.00018
280.37,17.58,Bi2Te3,0.00022
292.15,16.32,PbTe,0.00018
298.91,16.4,Skutterudite,0.0002
225.87,2.73,Bi2Te3,0.00022
209.21,13.17,PbTe,0.00018
217.09,14.06,PbTe,0.00018
54.89,12.01,Bi2Te3,0.00022
98.14,6.58,Bi2Te3,0.00022
183.48,10.45,Bi2Te3,0.00022
205.72,12.7,Bi2Te3,0.00022
249.1,1.77,Bi2Te3,0.00022
116.23,14.9,Bi2Te3,0.00022
123.85,13.78,PbTe,0.00018
262.97,4.4,Skutterudite,0.0002
90.08,5.2,PbTe,0.00018
286.39,12.61,PbTe,0.00018
261.78,19.54,Bi2Te3,0.00022
282.54,1.91,PbTe,0.00018
208.63,11.14,Skutterudite,0.0002
250.96,8.91,Bi2Te3,0.00022
58.17,18.35,PbTe,0.00018
187.75,15.93,Skutterudite,0.0002
241.21,16.81,PbTe,0.00018
143.12,10.67,PbTe,0.00018
182.85,10.05,Skutterudite,0.0002
252.12,2.66,PbTe,0.00018
212.54,4.6,Skutterudite,0.0002
162.32,14.99,Skutterudite,0.0002
77.37,15.65,Skutterudite,0.0002
247.68,14.16,Skutterudite,0.0002
50.52,1.9,Skutterudite,0.0002
105.83,3.27,Bi2Te3,0.00022
260.2,5.98,Skutterudite,0.0002
180.59,5.96,Skutterudite,0.0002
187.22,4.37,Skutterudite,0.0002
241.62,3.59,Bi2Te3,0.00022
250.65,3.31,PbTe,0.00018
256.43,13.97,Bi2Te3,0.00022
290.22,16.63,Bi2Te3,0.00022
103.92,6.73,Bi2Te3,0.00022
196.27,17.8,Skutterudite,0.0002
179.7,15.31,Skutterudite,0.0002
106.05,4.86,Skutterudite,0.0002
66.88,18.46,PbTe,0.00018
210,12.45,PbTe,0.00018
236.72,12.18,PbTe,0.00018
218.03,1.72,Bi2Te3,0.00022
66.87,15.85,Skutterudite,0.0002
271.43,5.37,Skutterudite,0.0002
121.05,9.47,Skutterudite,0.0002
93.29,8.59,Skutterudite,0.0002
155.38,1.84,Bi2Te3,0.00022
216.06,10.1,Bi2Te3,0.00022
160.95,12.7,Skutterudite,0.0002
233.68,16.09,Bi2Te3,0.00022
285.96,4.57,Skutterudite,0.0002
235.84,1.4,Bi2Te3,0.00022
280.04,5.87,PbTe,0.00018
134.98,7.22,PbTe,0.00018
286.9,4.28,Bi2Te3,0.00022
52.5,13.97,PbTe,0.00018
291.88,2.07,Bi2Te3,0.00022
225.11,15.99,Skutterudite,0.0002
242.18,17.65,Skutterudite,0.0002
170.19,14.87,Skutterudite,0.0002
101.26,4.07,Skutterudite,0.0002
70.99,8.72,Bi2Te3,0.00022
193.7,4,PbTe,0.00018
193.39,16.86,Bi2Te3,0.00022
220.25,13.2,Bi2Te3,0.00022
62.84,4.91,Bi2Te3,0.00022
67.83,9.61,Bi2Te3,0.00022
171.06,6.84,Skutterudite,0.0002
52.41,18.7,Skutterudite,0.0002
64.04,13.71,PbTe,0.00018
295.89,14.53,PbTe,0.00018
130.41,5.37,PbTe,0.00018
231.93,4.27,PbTe,0.00018
108.82,14.15,PbTe,0.00018
238.16,11.17,Bi2Te3,0.00022
237.41,5.36,Bi2Te3,0.00022
81.29,2.17,PbTe,0.00018
244.19,17.02,Bi2Te3,0.00022
115.67,12.93,Skutterudite,0.0002
163.96,9.73,Bi2Te3,0.00022
288.03,6.33,Skutterudite,0.0002
148.01,1.96,PbTe,0.00018
129.77,3.51,PbTe,0.00018
126.19,17.63,PbTe,0.00018
88.89,4.12,Bi2Te3,0.00022
259.54,9.51,Skutterudite,0.0002
164.43,8.46,Bi2Te3,0.00022
198.09,6.25,PbTe,0.00018
213.02,12.8,Skutterudite,0.0002
124.63,15.6,Bi2Te3,0.00022
66.12,7.27,Skutterudite,0.0002
101.49,12.53,PbTe,0.00018
197.16,17.51,PbTe,0.00018
79.41,12.33,Skutterudite,0.0002
253.05,9.76,Skutterudite,0.0002
287.75,16.86,PbTe,0.00018
103.72,7.89,Skutterudite,0.0002
226.1,7.28,PbTe,0.00018
222.15,17.68,PbTe,0.00018
282.85,6.43,Skutterudite,0.0002
248.85,1.1,Skutterudite,0.0002
122.92,19.62,Skutterudite,0.0002
132.25,4.41,Skutterudite,0.0002
253.23,13.33,Skutterudite,0.0002
241.1,6.76,Bi2Te3,0.00022
64.61,5.44,Skutterudite,0.0002
215.45,10.16,PbTe,0.00018
52.81,4.73,PbTe,0.00018
79.12,9.66,PbTe,0.00018
256.73,10.17,Bi2Te3,0.00022
261.45,8.62,Skutterudite,0.0002
94.92,6.63,Skutterudite,0.0002
108.95,1.84,Bi2Te3,0.00022
148.17,19.54,PbTe,0.00018
230.51,14.91,Skutterudite,0.0002
109.08,5.02,Skutterudite,0.0002
56.75,1.49,Bi2Te3,0.00022
251.64,9.15,Bi2Te3,0.00022
214.82,17.77,Bi2Te3,0.00022
102.36,2.25,Bi2Te3,0.00022
123.72,9.41,Skutterudite,0.0002
61.98,10.38,Bi2Te3,0.00022
199.18,3.34,PbTe,0.00018
54.23,14.52,Bi2Te3,0.00022
196.1,3.1,Bi2Te3,0.00022
178.35,3.19,PbTe,0.00018
216.51,13.56,PbTe,0.00018
157.9,6.49,Skutterudite,0.0002
200.23,9.28,PbTe,0.00018
63.46,16.65,Skutterudite,0.0002
131.86,5.93,PbTe,0.00018
249.76,8.43,PbTe,0.00018
219.17,17.62,Skutterudite,0.0002
224.27,8.22,Bi2Te3,0.00022
174.04,17.17,Bi2Te3,0.00022
227.34,3.5,Skutterudite,0.0002
143.44,9.4,Skutterudite,0.0002
265.74,17,Bi2Te3,0.00022
278.45,15.87,PbTe,0.00018
157.48,16.35,Bi2Te3,0.00022
187.51,14.61,Bi2Te3,0.00022
174.1,8.12,Bi2Te3,0.00022
240.6,18.85,PbTe,0.00018
199.68,6.84,PbTe,0.00018
60.53,3.82,Skutterudite,0.0002
152.5,9.69,Bi2Te3,0.00022
95.42,1.64,Bi2Te3,0.00022
244.49,6.78,Bi2Te3,0.00022
92.36,18.74,Bi2Te3,0.00022
128.18,9.42,Bi2Te3,0.00022
281.4,12.16,Skutterudite,0.0002
88.03,17.14,PbTe,0.00018
51.7,19.43,PbTe,0.00018
50.18,18.79,Skutterudite,0.0002
149.24,19.35,PbTe,0.00018
177.4,19.93,PbTe,0.00018
196.26,2.22,Bi2Te3,0.00022
138.06,6.06,Bi2Te3,0.00022
101.82,9.3,PbTe,0.00018
72.7,3.84,Skutterudite,0.0002
115.12,17.99,Bi2Te3,0.00022
123.81,1.23,Bi2Te3,0.00022
96.74,7.23,PbTe,0.00018
230.14,9.14,Skutterudite,0.0002
57.27,11.37,Skutterudite,0.0002
126.25,7.86,Skutterudite,0.0002
249.73,9.45,PbTe,0.00018
284.89,15.12,PbTe,0.00018
233.99,1.46,Bi2Te3,0.00022
288.07,19.23,Skutterudite,0.0002
170.9,3.41,Skutterudite,0.0002
74.11,11.29,Skutterudite,0.0002
63.6,19.56,Bi2Te3,0.00022
298.02,17.87,Skutterudite,0.0002
232.09,6.38,Skutterudite,0.0002
254.59,9.5,Bi2Te3,0.00022
254.33,3.99,PbTe,0.00018
261.29,8.25,PbTe,0.00018
296.61,5.6,PbTe,0.00018
246.81,9.58,Bi2Te3,0.00022
184.84,18.16,PbTe,0.00018
118.13,19.8,Bi2Te3,0.00022
244.39,3.67,Bi2Te3,0.00022
89.83,4.66,PbTe,0.00018
163.31,18.78,Skutterudite,0.0002
61.91,7.77,Skutterudite,0.0002
235.25,12.7,Skutterudite,0.0002
139.48,19.33,PbTe,0.00018
190.11,4.05,PbTe,0.00018
73.89,13.19,Bi2Te3,0.00022
251.91,12.26,Bi2Te3,0.00022
160.71,11,Bi2Te3,0.00022
135.24,5.06,Skutterudite,0.0002
183.37,8.18,Skutterudite,0.0002
78.81,19.57,PbTe,0.00018
121.05,8.13,Bi2Te3,0.00022
220.04,14.75,Skutterudite,0.0002
205.54,8.28,Skutterudite,0.0002
273.42,11.03,Skutterudite,0.0002
246.36,12.56,Skutterudite,0.0002
188.44,9.98,PbTe,0.00018
227.59,10.57,PbTe,0.00018
119.93,4.12,PbTe,0.00018
89.22,19.39,Bi2Te3,0.00022
258.48,14.58,Skutterudite,0.0002
171.28,4.8,PbTe,0.00018
231.28,4.14,PbTe,0.00018
207.06,1.65,Skutterudite,0.0002
195.18,7.31,Bi2Te3,0.00022
53,3.53,PbTe,0.00018
76.73,11.25,Skutterudite,0.0002
66.26,7.2,Bi2Te3,0.00022
123.26,4.87,Skutterudite,0.0002
263.24,15.47,PbTe,0.00018
248.3,18.25,PbTe,0.00018
281.48,1.5,PbTe,0.00018
282.21,5.62,PbTe,0.00018
67.39,8.64,Bi2Te3,0.00022
239.37,13.63,PbTe,0.00018
152.41,13.62,Skutterudite,0.0002
211.77,15.8,Skutterudite,0.0002
269.34,2.08,Bi2Te3,0.00022
83.25,9.1,Skutterudite,0.0002
293.33,5.35,Skutterudite,0.0002
140.18,15.02,PbTe,0.00018
212.76,7.64,Skutterudite,0.0002
80.15,12.68,Skutterudite,0.0002
283.06,3.14,PbTe,0.00018
295.57,17.94,Skutterudite,0.0002
182.05,3.96,Skutterudite,0.0002
283.6,9.56,Bi2Te3,0.00022
257.86,3.02,Bi2Te3,0.00022
163.71,13.03,Skutterudite,0.0002
175.14,7.44,Skutterudite,0.0002
271.28,12.61,Bi2Te3,0.00022
222.15,8,Bi2Te3,0.00022
229.24,4.15,PbTe,0.00018
224.68,7.83,Skutterudite,0.0002
219.47,7.9,PbTe,0.00018
137.85,12.54,Skutterudite,0.0002
271.01,15.3,PbTe,0.00018
65.8,7.55,PbTe,0.00018
196.76,5.82,PbTe,0.00018
109.44,4.22,Skutterudite,0.0002
147.38,9.53,Bi2Te3,0.00022
58.31,16.88,Bi2Te3,0.00022
265.33,13.07,Skutterudite,0.0002
194.42,8.98,Skutterudite,0.0002
236.74,8.21,Skutterudite,0.0002
152.74,7.91,PbTe,0.00018
61.66,13.83,PbTe,0.00018
296.96,17.47,Bi2Te3,0.00022
268.08,16.74,Bi2Te3,0.00022
140.66,11.09,Skutterudite,0.0002
152.42,4.1,PbTe,0.00018
125,17.78,PbTe,0.00018
104.56,4.29,PbTe,0.00018
141.06,12.15,Skutterudite,0.0002
95.6,14.85,Skutterudite,0.0002
63.93,13.5,Skutterudite,0.0002
68.61,7.37,Skutterudite,0.0002
150.83,17.2,Bi2Te3,0.00022
235.78,11.32,Bi2Te3,0.00022
51.62,8.36,PbTe,0.00018
98.73,4.65,Bi2Te3,0.00022
166.86,10.06,Skutterudite,0.0002
268.14,13.42,PbTe,0.00018
151.55,3.86,Skutterudite,0.0002
296.45,19.18,Skutterudite,0.0002
237.74,7.65,Skutterudite,0.0002
242.25,18.22,Bi2Te3,0.00022
122.2,18.82,Skutterudite,0.0002
213.92,15.26,Bi2Te3,0.00022
164.01,1.39,PbTe,0.00018
218.48,11.36,PbTe,0.00018
66.06,12.47,Bi2Te3,0.00022
215.18,1.67,PbTe,0.00018
79.4,17.78,PbTe,0.00018
162.22,9.54,Bi2Te3,0.00022
204.46,19.94,Skutterudite,0.0002
260.52,4.18,Bi2Te3,0.00022
233.38,10.89,PbTe,0.00018
283.28,4.61,Skutterudite,0.0002
104.23,10.09,PbTe,0.00018
210.49,17.9,PbTe,0.00018
223.41,9.22,PbTe,0.00018
186.89,1.03,Skutterudite,0.0002
203.48,12.48,PbTe,0.00018
103.65,12.55,Skutterudite,0.0002
59.57,5.97,Skutterudite,0.0002
253.47,19.61,Skutterudite,0.0002
103.69,5.68,Bi2Te3,0.00022
257.54,5.85,Bi2Te3,0.00022
198.73,15.79,Skutterudite,0.0002
81.76,7.52,PbTe,0.00018
157.23,1.18,PbTe,0.00018
115.07,14.03,Skutterudite,0.0002
286.77,18.38,Skutterudite,0.0002
50.93,6.99,Skutterudite,0.0002
92.72,18.22,Skutterudite,0.0002
229.3,13.57,Bi2Te3,0.00022
270.23,5.5,PbTe,0.00018
115.72,2.77,PbTe,0.00018
167.2,11.57,PbTe,0.00018
171.87,1.65,PbTe,0.00018
112.3,16.36,PbTe,0.00018
156.67,4.94,Skutterudite,0.0002
256.74,1.26,Bi2Te3,0.00022
261.98,10.61,Bi2Te3,0.00022
295.66,6.86,PbTe,0.00018
224.38,8.91,PbTe,0.00018
91.17,7.69,Bi2Te3,0.00022
221.52,3.2,Skutterudite,0.0002
246.57,1.84,Bi2Te3,0.00022
143.41,16.95,PbTe,0.00018
167.68,4.16,Skutterudite,0.0002
164.53,19.04,Skutterudite,0.0002
109.39,8.68,PbTe,0.00018
118.01,1.89,Skutterudite,0.0002
143.19,15.8,PbTe,0.00018
173.36,6.06,Bi2Te3,0.00022
286.87,3.92,Skutterudite,0.0002
131.61,4.37,Skutterudite,0.0002
255.33,8.3,Skutterudite,0.0002
286.52,5.69,PbTe,0.00018
145.73,17.21,Bi2Te3,0.00022
161.45,18.06,PbTe,0.00018
100.29,14.19,PbTe,0.00018
100.51,15.28,Skutterudite,0.0002
265.41,1.87,Bi2Te3,0.00022
278.34,3.28,Skutterudite,0.0002
259.26,13.9,Skutterudite,0.0002
122.97,3.05,Skutterudite,0.0002
262,19.1,PbTe,0.00018
251.66,10.75,PbTe,0.00018
108.3,11.93,Skutterudite,0.0002
85.46,3.27,Bi2Te3,0.00022
227.39,16.87,Skutterudite,0.0002
97.56,15.01,PbTe,0.00018
287.2,4.74,Skutterudite,0.0002
178.46,9.94,PbTe,0.00018
223.26,10.04,PbTe,0.00018
267.91,6.89,PbTe,0.00018
110.52,19.74,PbTe,0.00018
238.34,5.49,PbTe,0.00018
282.72,16.56,Bi2Te3,0.00022
248.74,10.68,PbTe,0.00018
85.1,10.67,Skutterudite,0.0002
298.07,2.69,Bi2Te3,0.00022
128.79,1.96,Skutterudite,0.0002
225.97,4.99,PbTe,0.00018
152.56,14.31,Bi2Te3,0.00022
248.2,13.51,Bi2Te3,0.00022
215.15,16.24,PbTe,0.00018
72.66,2.93,Bi2Te3,0.00022
97.77,4.71,Skutterudite,0.0002
276.71,5.81,PbTe,0.00018
81.2,5.4,PbTe,0.00018
168.39,6.78,PbTe,0.00018
197.66,12.1,PbTe,0.00018
177.43,12.19,PbTe,0.00018
85.29,8.86,PbTe,0.00018
239.37,8.28,PbTe,0.00018
67.09,3.98,Skutterudite,0.0002
104.12,17.17,PbTe,0.00018
291.73,4.9,PbTe,0.00018
144.8,3.31,Bi2Te3,0.00022
273.56,13.48,Skutterudite,0.0002
166.63,16.3,Skutterudite,0.0002
273.14,7.11,Bi2Te3,0.00022
182.55,18.75,Skutterudite,0.0002
119.27,2.42,PbTe,0.00018
244.08,6.04,PbTe,0.00018
155.56,16.11,Bi2Te3,0.00022
221.48,18.3,PbTe,0.00018
172.76,10.64,Bi2Te3,0.00022
233.2,11.8,PbTe,0.00018
228.2,3.44,Skutterudite,0.0002
258.04,18.74,Bi2Te3,0.00022
251.06,11.26,Bi2Te3,0.00022
121.47,9.17,PbTe,0.00018
93.1,15.6,Bi2Te3,0.00022
201.08,4.84,PbTe,0.00018
287.85,5.71,PbTe,0.00018
283.98,17.27,Skutterudite,0.0002
165.76,6.96,PbTe,0.00018
211.29,19.72,PbTe,0.00018
274.93,4.02,Bi2Te3,0.00022
143.96,10.05,Skutterudite,0.0002
237.96,16.23,Bi2Te3,0.00022
290.06,7.36,Bi2Te3,0.00022
112.35,13.16,Skutterudite,0.0002
70.09,15.47,PbTe,0.00018
168.73,4.75,PbTe,0.00018
279.63,7.66,PbTe,0.00018
135.36,18.77,PbTe,0.00018
145.7,7.27,PbTe,0.00018
201.4,7.19,Bi2Te3,0.00022
81.17,10.36,Skutterudite,0.0002
235.01,1.13,Bi2Te3,0.00022
128.66,3.75,Skutterudite,0.0002
164.84,17.3,Bi2Te3,0.00022
85.76,5.1,Bi2Te3,0.00022
72.41,6.84,Bi2Te3,0.00022
119.74,5.85,Skutterudite,0.0002
120.54,1.52,Bi2Te3,0.00022
116.9,15.34,Skutterudite,0.0002
140.25,2.83,PbTe,0.00018
236.69,16.61,Bi2Te3,0.00022
130.96,15.18,PbTe,0.00018
264.58,14.35,Bi2Te3,0.00022
237.31,1.45,Skutterudite,0.0002
259.78,7.69,Bi2Te3,0.00022
234.44,13.46,PbTe,0.00018
134.38,9.91,Bi2Te3,0.00022
127.4,6.83,Skutterudite,0.0002
155.72,8.76,Skutterudite,0.0002
266.02,3.84,PbTe,0.00018
152.37,15,Bi2Te3,0.00022
98.04,3.25,Skutterudite,0.0002
118.61,3.51,Bi2Te3,0.00022
132.72,3.31,PbTe,0.00018
244.4,17.38,PbTe,0.00018
119.18,16.23,Skutterudite,0.0002
162.46,14.14,PbTe,0.00018
230.78,5.36,PbTe,0.00018
256.23,10.14,Bi2Te3,0.00022
159.83,15.81,Bi2Te3,0.00022
293.44,16.24,Bi2Te3,0.00022
60.9,19.48,PbTe,0.00018
170.95,8.63,Bi2Te3,0.00022
177.94,18.97,Bi2Te3,0.00022
213.03,6.2,Bi2Te3,0.00022
51.25,10.89,Skutterudite,0.0002
96.77,2.9,Bi2Te3,0.00022
161.41,3.4,Skutterudite,0.0002
180.07,11.47,Skutterudite,0.0002
77.65,5.61,Bi2Te3,0.00022
142.4,16.86,Skutterudite,0.0002
158.03,11.16,PbTe,0.00018
243.07,8.05,PbTe,0.00018
220.24,12.1,Skutterudite,0.0002
225.07,3.91,Bi2Te3,0.00022
157.61,14.56,Skutterudite,0.0002
286.31,2.42,Bi2Te3,0.00022
86.78,3.11,Bi2Te3,0.00022
292.31,16.46,Skutterudite,0.0002
69.06,8.41,Bi2Te3,0.00022
82.14,3.39,PbTe,0.00018
216.25,16.75,PbTe,0.00018
203.76,13.31,Skutterudite,0.0002
217.16,1.21,Skutterudite,0.0002
152.55,4.59,PbTe,0.00018
245.44,10.49,Skutterudite,0.0002
115.06,9.48,PbTe,0.00018
271.9,1.18,PbTe,0.00018
289.67,17.38,Bi2Te3,0.00022
69.53,3.02,PbTe,0.00018
177.42,14.74,Skutterudite,0.0002
241.12,17.28,Skutterudite,0.0002
96.43,19.35,PbTe,0.00018
182.36,3.44,Skutterudite,0.0002
261.82,16.01,Bi2Te3,0.00022
197.53,13.88,Bi2Te3,0.00022
76.6,4.87,PbTe,0.00018
236.15,12.59,PbTe,0.00018
56.62,5.15,Skutterudite,0.0002
109.69,1.41,Skutterudite,0.0002
134.48,8.79,Bi2Te3,0.00022
215.63,6.66,Skutterudite,0.0002
114.99,7.64,PbTe,0.00018
82.89,17.33,Bi2Te3,0.00022
273.96,13.13,PbTe,0.00018
51.05,13.04,Bi2Te3,0.00022
86.92,4.15,PbTe,0.00018
233.19,14.1,PbTe,0.00018
231.02,15.24,PbTe,0.00018
265.01,12.29,PbTe,0.00018
62.5,13.19,Skutterudite,0.0002
233.8,15.76,Bi2Te3,0.00022
94.28,15.11,Bi2Te3,0.00022
268.77,6.77,Bi2Te3,0.00022
296.66,18.99,PbTe,0.00018
207.5,10.37,PbTe,0.00018
108.4,9.14,PbTe,0.00018
298.72,18.55,Bi2Te3,0.00022
279.15,8.06,Skutterudite,0.0002
275.51,13.25,PbTe,0.00018
217.52,5.61,Bi2Te3,0.00022
152.06,9.27,Bi2Te3,0.00022
188.14,14.4,PbTe,0.00018
122.05,10.11,Bi2Te3,0.00022
265.64,19.23,PbTe,0.00018
215.36,8.23,PbTe,0.00018
255.71,4.66,Skutterudite,0.0002
295.6,17.13,Bi2Te3,0.00022
257.07,5.92,Bi2Te3,0.00022
60.07,14.74,Skutterudite,0.0002
232.18,11.97,Skutterudite,0.0002
235.7,8.05,Bi2Te3,0.00022
250.89,9.12,Skutterudite,0.0002
217.71,2.8,Bi2Te3,0.00022
115.68,9.02,PbTe,0.00018
256.15,7.03,PbTe,0.00018
273.27,12.87,PbTe,0.00018
206.44,6.51,Skutterudite,0.0002
108.54,10.88,Skutterudite,0.0002
267.51,4.49,Bi2Te3,0.00022
228.45,7.04,PbTe,0.00018
295.87,16.21,Bi2Te3,0.00022
126.87,18.41,PbTe,0.00018
259.84,14.88,Skutterudite,0.0002
63.98,2.39,PbTe,0.00018
180.63,6.52,PbTe,0.00018
119.19,14.36,Skutterudite,0.0002
210.48,5.25,Skutterudite,0.0002
67.51,2.44,Bi2Te3,0.00022
238.76,15.86,PbTe,0.00018
116.44,10.05,Skutterudite,0.0002
201.83,2.14,Skutterudite,0.0002
221.62,16.59,Skutterudite,0.0002
97.62,18.51,Bi2Te3,0.00022
247.44,14.88,Bi2Te3,0.00022
105.37,15.43,Skutterudite,0.0002
289.48,6.82,Skutterudite,0.0002
112.26,4.15,Skutterudite,0.0002
242.01,2.86,Skutterudite,0.0002
220.81,6.44,Skutterudite,0.0002
147,9.2,PbTe,0.00018
111.8,9.77,Bi2Te3,0.00022
250.7,14.52,Skutterudite,0.0002
295.31,10.94,PbTe,0.00018
269.24,7.61,Skutterudite,0.0002
165.18,8.73,Skutterudite,0.0002
178.03,15.99,Skutterudite,0.0002
105.76,15.16,Bi2Te3,0.00022
222.18,2.45,Bi2Te3,0.00022
54.44,7.67,Bi2Te3,0.00022
272.14,11.5,PbTe,0.00018
102.68,1.54,Bi2Te3,0.00022
120.72,1.27,Skutterudite,0.0002
130,5.78,PbTe,0.00018
255.11,13.75,Bi2Te3,0.00022
259.69,12.03,PbTe,0.00018
172.59,17.82,Skutterudite,0.0002
198.02,5.23,Bi2Te3,0.00022
209.08,10.21,Skutterudite,0.0002
282.26,9.3,Skutterudite,0.0002
163.43,14.63,Bi2Te3,0.00022
165.16,11.9,Skutterudite,0.0002
165.21,9.13,Bi2Te3,0.00022
205.88,9.29,Skutterudite,0.0002
287.85,9.89,Bi2Te3,0.00022
195.31,9.21,Skutterudite,0.0002
150.01,17.03,Bi2Te3,0.00022
82.84,12.17,PbTe,0.00018
236.79,9.73,Bi2Te3,0.00022
286.91,15.42,Skutterudite,0.0002
256.92,10.41,Skutterudite,0.0002
249.74,11.72,Bi2Te3,0.00022
180.93,13.34,PbTe,0.00018
210.22,16.86,Skutterudite,0.0002
103.16,12.68,Skutterudite,0.0002
63.55,13.26,Bi2Te3,0.00022
227.27,15.66,Skutterudite,0.0002
151.03,8.33,Skutterudite,0.0002
156.97,3.11,Skutterudite,0.0002
175.45,2.64,Bi2Te3,0.00022
282.45,10.02,Skutterudite,0.0002
232.29,4.13,PbTe,0.00018
243.2,11.4,Bi2Te3,0.00022
147.46,11.57,PbTe,0.00018
264.01,9,Bi2Te3,0.00022
230.34,2.62,PbTe,0.00018
270.88,10.57,Skutterudite,0.0002
143.64,7.22,PbTe,0.00018
234.3,17.69,Bi2Te3,0.00022
103.19,3.65,Bi2Te3,0.00022
235.46,2.56,Bi2Te3,0.00022
206.33,8.94,Skutterudite,0.0002
143.42,16.76,Bi2Te3,0.00022
67.5,4.24,Bi2Te3,0.00022
186.12,5.53,Bi2Te3,0.00022
283.07,4.01,PbTe,0.00018
139.2,19.97,PbTe,0.00018
214.12,2.72,Skutterudite,0.0002
155.95,16.42,PbTe,0.00018
52.47,7.41,Skutterudite,0.0002
79.47,8.79,Skutterudite,0.0002
204.05,4.88,PbTe,0.00018
89.67,14.17,Skutterudite,0.0002
261.08,2.77,Skutterudite,0.0002
268.46,12.63,Skutterudite,0.0002
260.85,4.72,Bi2Te3,0.00022
298.85,18.89,Bi2Te3,0.00022
127.43,2.34,PbTe,0.00018
122.18,8.14,Bi2Te3,0.00022
278.92,15.37,Skutterudite,0.0002
66.17,1.79,Skutterudite,0.0002
275.59,9.83,PbTe,0.00018
70.96,1.31,Skutterudite,0.0002
269.9,7.15,Skutterudite,0.0002
136.81,6.41,Skutterudite,0.0002
51.01,19.52,Skutterudite,0.0002
143.89,11.38,Skutterudite,0.0002
171.38,3.34,Bi2Te3,0.00022
92.85,15.59,Skutterudite,0.0002
202.58,5.47,Bi2Te3,0.00022
90.57,2.6,PbTe,0.00018
169.65,2.75,Skutterudite,0.0002
67.74,11.32,Bi2Te3,0.00022
57.39,12.05,Bi2Te3,0.00022
199.12,8.47,PbTe,0.00018
275.86,8.55,PbTe,0.00018
91.44,3.77,Skutterudite,0.0002
274.89,13.72,Bi2Te3,0.00022
175.68,17.75,Skutterudite,0.0002
277.1,3.39,PbTe,0.00018
189.54,19.75,Skutterudite,0.0002
286.71,7.52,Bi2Te3,0.00022
98.79,9.45,Skutterudite,0.0002
298.14,17.19,Skutterudite,0.0002
91.04,18.99,PbTe,0.00018
161.66,11.8,PbTe,0.00018
237.94,11.74,PbTe,0.00018
103.11,10.75,Bi2Te3,0.00022
189.34,12.87,Bi2Te3,0.00022
100.79,7.73,Bi2Te3,0.00022
83.52,18.74,PbTe,0.00018
232.75,14.63,Bi2Te3,0.00022
99.19,12.9,PbTe,0.00018
87.99,1.25,PbTe,0.00018
